SeqName: ORFS:ptns	Description hits against Uniprotkb Nematodes	Length	#Hits	e-Value	sim mean										
comp19839_c0_seq1|m.55051	tr:a0a0d8ybk1_dicvia0a0d8ybk1 acetyltransferase component of pyruvate dehydrogenase complex os=dictyocaulus viviparus gn=dicviv_00342 pe=3 sv=1	534	20	0.0E0	77.2%										
comp19840_c0_seq1|m.55054	---NA---	131	0	-	-										
comp19840_c0_seq1|m.55052	tr:w6n8l2_haecow6n8l2 pescadillo homolog os=haemonchus contortus gn=hcoi_00096600 pe=3 sv=1	535	20	0.0E0	82.25%										
comp19841_c0_seq1|m.55056	tr:u6p9c0_haecou6p9c0 alba domain containing protein os=haemonchus contortus gn=hcoi_01206000 pe=4 sv=1	127	20	2.2E-55	74.95%										
comp19842_c0_seq1|m.55057	tr:u6nk02_haecou6nk02 nadh:ubiquinone oxidoreductase domain containing protein os=haemonchus contortus gn=hcoi_00364900 pe=4 sv=1	179	20	1.2E-100	85.7%										
comp19843_c0_seq1|m.55058	tr:w2sy55_necamw2sy55 methyltransferase domain protein os=necator americanus gn=necame_12957 pe=4 sv=1	360	20	0.0E0	91.1%										
comp19845_c0_seq1|m.55060	tr:u6nnb3_haecou6nnb3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_149 os=haemonchus contortus gn=hcoi_00513300 pe=4 sv=1	495	20	7.1E-117	62.7%										
comp19846_c0_seq1|m.55062	tr:a0a0d8xrx0_dicvia0a0d8xrx0 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 os=dictyocaulus viviparus gn=dicviv_06541 pe=3 sv=1	598	20	0.0E0	76.45%										
comp19848_c0_seq1|m.55065	tr:a0a0d8xsn3_dicvia0a0d8xsn3 signal peptidase complex catalytic subunit sec11 os=dictyocaulus viviparus gn=dicviv_06386 pe=3 sv=1	182	20	3.8E-102	91.4%										
comp19849_c0_seq1|m.55067	tr:a0a016tgm4_9bilaa0a016tgm4 ras family protein os=ancylostoma ceylanicum gn= pe=3 sv=1	223	20	2.2E-121	90.2%										
comp19851_c0_seq1|m.55069	tr:a0a016u0a6_9bilaa0a016u0a6 snf7 family protein os=ancylostoma ceylanicum gn= pe=4 sv=1	224	20	4.5E-123	89.7%										
comp19852_c0_seq1|m.55070	tr:a0a0c2dd03_9bilaa0a0c2dd03 pyruvate dehydrogenase e1 component subunit alpha os=ancylostoma duodenale gn=ancduo_09447 pe=4 sv=1	397	20	0.0E0	87.4%										
comp19853_c0_seq1|m.55071	tr:a0a0c2gy94_9bilaa0a0c2gy94 tsa family os=ancylostoma duodenale gn=ancduo_07604 pe=4 sv=1	143	20	2.3E-65	78.45%										
comp19854_c0_seq1|m.55072	tr:u6nyt8_haecou6nyt8 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_17 os=haemonchus contortus gn=hcoi_00775100 pe=4 sv=1	150	20	5.9E-82	93.6%										
comp19856_c0_seq1|m.55073	tr:u6nyk0_haecou6nyk0 endoribonuclease l-psp domain containing protein os=haemonchus contortus gn=hcoi_00659800 pe=4 sv=1	162	20	1.2E-70	87.55%										
comp19859_c0_seq1|m.55076	tr:u6pvz5_haecou6pvz5 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_683 os=haemonchus contortus gn=hcoi_01933700 pe=4 sv=1	175	6	1.3E-41	70.5%										
comp1985_c0_seq1|m.772	tr:u6pi27_haecou6pi27 ankyrin and dpy-30 motif domain containing protein os=haemonchus contortus gn=hcoi_01346600 pe=4 sv=1	166	20	1.7E-80	89.9%										
comp19860_c0_seq1|m.55077	tr:a0a0d8y566_dicvia0a0d8y566 import inner membrane translocase subunit tim17 os=dictyocaulus viviparus gn=dicviv_01944 pe=4 sv=1	185	20	1.7E-99	89.9%										
comp19863_c0_seq1|m.55079	tr:u6q018_haecou6q018 tumor suppressor candidate 2 os=haemonchus contortus gn=hcoi_02139200 pe=4 sv=1	141	20	8.1E-50	77.35%										
comp19864_c0_seq1|m.55080	tr:w2sih8_necamw2sih8 deoxynucleoside kinase os=necator americanus gn=necame_15337 pe=4 sv=1	449	20	0.0E0	82.95%										
comp19866_c0_seq1|m.55082	tr:a0a0d6ldq9_9bilaa0a0d6ldq9 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kda subunit os=ancylostoma ceylanicum gn=anccey_10839 pe=3 sv=1	440	20	0.0E0	84.15%										
comp19867_c0_seq1|m.55084	tr:a0a0d8xxr7_dicvia0a0d8xxr7 mfs sp family os=dictyocaulus viviparus gn=dicviv_04385 pe=3 sv=1	554	20	0.0E0	86.05%										
comp19868_c0_seq1|m.55085	tr:w2ttk4_necamw2ttk4 chch domain protein os=necator americanus gn=necame_01605 pe=4 sv=1	122	20	5.1E-62	85.5%										
comp19869_c0_seq1|m.55086	tr:a0a0d8xs56_dicvia0a0d8xs56 b-cell receptor-associated protein 31-like protein os=dictyocaulus viviparus gn=dicviv_08771 pe=4 sv=1	222	20	7.5E-106	81.85%										
comp19870_c0_seq1|m.55087	tr:w6npy8_haecow6npy8 trna rrna methyltransferase domain containing protein os=haemonchus contortus gn=hcoi_00804300 pe=4 sv=1	142	12	2.9E-29	59.58%										
comp19871_c0_seq1|m.55088	tr:q9xu41_caeelq9xu41 isoform a os=caenorhabditis elegans gn= pe=1 sv=1	258	20	9.8E-148	79.85%										
comp19871_c0_seq1|m.55089	---NA---	100	0	-	-										
comp19876_c0_seq1|m.55095	tr:a0a0d8y6r6_dicvia0a0d8y6r6 kinase domain protein os=dictyocaulus viviparus gn=dicviv_01273 pe=4 sv=1	715	20	0.0E0	79.65%										
comp19877_c0_seq1|m.55096	tr:a0a016tgm4_9bilaa0a016tgm4 ras family protein os=ancylostoma ceylanicum gn= pe=3 sv=1	213	20	6.1E-122	90.15%										
comp19878_c0_seq1|m.55098	TR:A0A0K0DN37_ANGCAA0A0K0DN37 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	123	2	1.1E-53	80%										
comp19878_c0_seq1|m.55097	---NA---	128	0	-	-										
comp19880_c0_seq1|m.55100	tr:u6nnb7_haecou6nnb7 bestrophin and zinc finger and rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_00103400 pe=4 sv=1	247	20	1.8E-143	91.2%										
comp19881_c0_seq1|m.55102	---NA---	108	0	-	-										
comp19881_c0_seq1|m.55101	tr:a0a0d8xzf0_dicvia0a0d8xzf0 cgmp-dependent protein kinase os=dictyocaulus viviparus gn=dicviv_03844 pe=3 sv=1	759	20	0.0E0	93.25%										
comp19886_c0_seq1|m.55109	tr:a0a0d8y573_dicvia0a0d8y573 receptor expression-enhancing protein os=dictyocaulus viviparus gn=dicviv_02720 pe=3 sv=1	188	20	2.0E-95	81.1%										
comp19889_c0_seq1|m.55114	tr:q2a956_caeelq2a956 os=caenorhabditis elegans gn= pe=4 sv=2	102	14	9.9E-42	79.07%										
comp19889_c0_seq1|m.55112	tr:u6pia2_haecou6pia2 wd40 repeat domain containing protein os=haemonchus contortus gn=hcoi_01587500 pe=4 sv=1	505	20	0.0E0	70.3%										
comp1988_c0_seq1|m.774	tr:u6nhy4_haecou6nhy4 dna repair protein rad51 homolog 4 os=haemonchus contortus gn=hcoi_00139200 pe=4 sv=1	213	20	1.2E-68	55.5%										
comp19890_c0_seq1|m.55115	tr:a0a0d8xp07_dicvia0a0d8xp07 prefoldin subunit os=dictyocaulus viviparus gn=dicviv_08485 pe=4 sv=1	121	20	3.2E-52	81.3%										
comp19891_c0_seq1|m.55117	---NA---	145	0	-	-										
comp19891_c0_seq1|m.55116	tr:a0a0c2deq4_9bilaa0a0c2deq4 beta-ketoacyl synthase protein os=ancylostoma duodenale gn=ancduo_01231 pe=4 sv=1	2661	20	0.0E0	89.05%										
comp19891_c0_seq1|m.55121	---NA---	104	0	-	-										
comp19891_c0_seq1|m.55120	---NA---	106	0	-	-										
comp19893_c0_seq1|m.55123	tr:u6pp11_haecou6pp11 cbn-tag-261 protein os=haemonchus contortus gn=hcoi_01750400 pe=4 sv=1	112	18	3.5E-45	80.78%										
comp19894_c0_seq1|m.55124	tr:a0a0d8xgr8_dicvia0a0d8xgr8 elongation of very long chain fatty acids protein os=dictyocaulus viviparus gn=dicviv_10212 pe=3 sv=1	294	20	1.2E-168	84.45%										
comp19895_c0_seq1|m.55125	tr:u6prh3_haecou6prh3 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_01954500 pe=4 sv=1	293	20	3.2E-169	84.05%										
comp19896_c0_seq1|m.55128	tr:w2sfe7_necamw2sfe7 transthyretin-like family protein os=necator americanus gn=necame_15892 pe=4 sv=1	143	20	4.0E-62	74.8%										
comp19900_c0_seq1|m.55133	tr:w2ta00_necamw2ta00 domain protein os=necator americanus gn=necame_10342 pe=3 sv=1	388	20	0.0E0	81.95%										
comp19901_c0_seq1|m.55134	tr:a0a0d6m3z0_9bilaa0a0d6m3z0 alpha- glucan phosphorylase os=ancylostoma ceylanicum gn=anccey_02686 pe=3 sv=1	853	20	0.0E0	93.95%										
comp19901_c0_seq1|m.55136	---NA---	114	0	-	-										
comp19901_c0_seq1|m.55135	---NA---	120	0	-	-										
comp19902_c0_seq1|m.55138	tr:w2t1n9_necamw2t1n9 nadh-ubiquinone oxidoreductase ashi subunit os=necator americanus gn=necame_12107 pe=4 sv=1	198	20	2.0E-114	84.85%										
comp19904_c0_seq1|m.55140	tr:u6pgw0_haecou6pgw0 sodium potassium-transporting atpase subunit alpha os=haemonchus contortus gn=hcoi_00627300 pe=3 sv=1	1004	20	0.0E0	94.15%										
comp19905_c0_seq1|m.55142	tr:u6nxq9_haecou6nxq9 cbn-elb-1 protein os=haemonchus contortus gn=hcoi_00038800 pe=4 sv=1	117	20	4.7E-57	78.45%										
comp19910_c0_seq1|m.55147	tr:a8xsh9_caebra8xsh9 protein cbr-lron-10 os=caenorhabditis briggsae gn=lron-10 pe=4 sv=1	213	20	9.1E-78	72.8%										
comp19911_c0_seq1|m.55148	tr:u6p0y0_haecou6p0y0 ras domain containing protein os=haemonchus contortus gn=hcoi_00598600 pe=4 sv=1	196	20	2.2E-110	83.85%										
comp19912_c0_seq1|m.55149	tr:a0a0d8xcm0_dicvia0a0d8xcm0 intermediate filament tail domain protein os=dictyocaulus viviparus gn=dicviv_12621 pe=4 sv=1	571	20	0.0E0	81.95%										
comp19913_c0_seq1|m.55150	tr:w2tk10_necamw2tk10 ribosomal protein s21 os=necator americanus gn=necame_08579 pe=4 sv=1	130	20	5.6E-58	89.1%										
comp19914_c0_seq1|m.55151	tr:w2tqn5_necamw2tqn5 serine threonine-protein phosphatase os=necator americanus gn=necame_07445 pe=3 sv=1	330	20	0.0E0	95.8%										
comp19915_c0_seq1|m.55152	tr:u6p6q0_haecou6p6q0 briggsae cbr-lpd-9 protein os=haemonchus contortus gn=hcoi_01278000 pe=4 sv=1	165	20	7.1E-57	71.85%										
comp19918_c0_seq1|m.55156	tr:u6nku3_haecou6nku3 myo-inositol-1-phosphate synthase domain containing protein os=haemonchus contortus gn=hcoi_00382000 pe=4 sv=1	539	20	0.0E0	87.8%										
comp1991_c0_seq1|m.780	TR:A0A016SU20_9BILAA0A016SU20 Uncharacterized protein OS=Ancylostoma ceylanicum GN=Acey_s0176.g535 PE=4 SV=1	105	3	5.7E-32	77.67%										
comp19920_c0_seq1|m.55158	tr:a0a0c2deq4_9bilaa0a0c2deq4 beta-ketoacyl synthase protein os=ancylostoma duodenale gn=ancduo_01231 pe=4 sv=1	2437	20	0.0E0	88.75%										
comp19921_c0_seq1|m.55164	tr:a0a0d8xl40_dicvia0a0d8xl40 la domain protein os=dictyocaulus viviparus gn=dicviv_08609 pe=4 sv=1	392	20	0.0E0	76.95%										
comp19924_c0_seq1|m.55167	tr:a0a0d8y3u0_dicvia0a0d8y3u0 importin-beta protein os=dictyocaulus viviparus gn=dicviv_02285 pe=4 sv=1	1086	20	0.0E0	85.45%										
comp19927_c0_seq1|m.55172	tr:a0a016td00_9bilaa0a016td00 ef-1 guanine nucleotide exchange domain protein os=ancylostoma ceylanicum gn= pe=3 sv=1	294	20	7.4E-158	77.05%										
comp19929_c0_seq1|m.55174	tr:a0a0d8y1m9_dicvia0a0d8y1m9 kh domain protein os=dictyocaulus viviparus gn=dicviv_03084 pe=4 sv=1	606	20	0.0E0	76%										
comp19930_c0_seq1|m.55176	tr:a0a0d8ybe7_dicvia0a0d8ybe7 pyruvate kinase os=dictyocaulus viviparus gn=dicviv_00462 pe=3 sv=1	546	20	0.0E0	83.25%										
comp19931_c0_seq1|m.55178	tr:u6ng83_haecou6ng83 protein isoform a os=haemonchus contortus gn=hcoi_00076700 pe=4 sv=1	113	20	2.2E-60	70.5%										
comp19932_c0_seq1|m.55179	tr:u6p135_haecou6p135 rna recognition motif domain containing protein os=haemonchus contortus gn=hcoi_00883200 pe=4 sv=1	259	20	4.9E-118	74.65%										
comp19934_c0_seq1|m.55186	---NA---	142	0	-	-										
comp19936_c0_seq1|m.55191	tr:u6put1_haecou6put1 intermembrane space-faced of tom22 domain containing protein os=haemonchus contortus gn=hcoi_01945000 pe=4 sv=1	113	20	3.1E-59	81.9%										
comp19937_c0_seq1|m.55192	tr:u6pm05_haecou6pm05 protein os=haemonchus contortus gn=hcoi_00064700 pe=4 sv=1	110	20	1.0E-46	77.6%										
comp19938_c0_seq1|m.55193	tr:a0a0d8y4v8_dicvia0a0d8y4v8 receptor expression-enhancing protein os=dictyocaulus viviparus gn=dicviv_04278 pe=3 sv=1	170	20	6.1E-95	73.35%										
comp19939_c0_seq1|m.55194	tr:a0a0d8y174_dicvia0a0d8y174 hsp20 alpha crystallin family protein os=dictyocaulus viviparus gn=dicviv_05587 pe=3 sv=1	149	20	2.8E-79	74.3%										
comp1993_c0_seq1|m.783	tr:u6p7x7_haecou6p7x7 carnitine deficiency-associated protein domain containing protein os=haemonchus contortus gn=hcoi_01251200 pe=4 sv=1	241	20	1.7E-88	63%										
comp19940_c0_seq1|m.55195	tr:a0a0d8y8m1_dicvia0a0d8y8m1 phosphatidylinositol transfer protein os=dictyocaulus viviparus gn=dicviv_01272 pe=4 sv=1	304	20	1.4E-156	90.6%										
comp19941_c0_seq1|m.55196	tr:u6p8r6_haecou6p8r6 rna-processing domain containing protein os=haemonchus contortus gn=hcoi_01124900 pe=4 sv=1	222	20	6.3E-113	72.65%										
comp19942_c0_seq1|m.55197	tr:u6pvb4_haecou6pvb4 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_712 os=haemonchus contortus gn=hcoi_01967800 pe=4 sv=1	294	5	3.8E-63	58.4%										
comp19943_c0_seq1|m.55198	tr:a0a0c2dcx3_9bilaa0a0c2dcx3 eukaryotic porin os=ancylostoma duodenale gn=ancduo_09468 pe=4 sv=1	312	20	1.1E-162	85.8%										
comp19944_c0_seq1|m.55199	tr:a0a0d8xqe7_dicvia0a0d8xqe7 run domain protein os=dictyocaulus viviparus gn=dicviv_09383 pe=4 sv=1	632	20	0.0E0	74.35%										
comp19945_c0_seq1|m.55201	tr:u6np05_haecou6np05 guanine nucleotide binding protein (g-protein) domain containing protein os=haemonchus contortus gn=hcoi_00248700 pe=4 sv=1	380	20	0.0E0	97.05%										
comp19946_c0_seq1|m.55202	tr:u6nyk0_haecou6nyk0 endoribonuclease l-psp domain containing protein os=haemonchus contortus gn=hcoi_00659800 pe=4 sv=1	144	20	1.3E-69	87.7%										
comp19947_c0_seq1|m.55204	---NA---	104	0	-	-										
comp19947_c0_seq1|m.55203	tr:u6q0q6_haecou6q0q6 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_960 os=haemonchus contortus gn=hcoi_00015700 pe=4 sv=1	307	20	5.3E-135	57.7%										
comp19949_c0_seq1|m.55206	tr:a0a0d8xf95_dicvia0a0d8xf95 clathrin heavy chain os=dictyocaulus viviparus gn=dicviv_10675 pe=3 sv=1	1680	20	0.0E0	90.25%										
comp19952_c0_seq1|m.55208	tr:u6nqu1_haecou6nqu1 at hook domain containing protein os=haemonchus contortus gn=hcoi_01964700 pe=4 sv=1	249	6	3.1E-132	65.5%										
comp19956_c0_seq1|m.55211	tr:a0a0d8xkx9_dicvia0a0d8xkx9 proteasome subunit beta type os=dictyocaulus viviparus gn=dicviv_08694 pe=3 sv=1	277	20	5.3E-164	91%										
comp19959_c0_seq1|m.55214	tr:a0a0d6mac9_9bilaa0a0d6mac9 dihydrolipoyl dehydrogenase os=ancylostoma ceylanicum gn=anccey_03953 pe=4 sv=1	501	20	0.0E0	87.75%										
comp19961_c0_seq1|m.55216	tr:a0a0d8y4f1_dicvia0a0d8y4f1 pci domain protein os=dictyocaulus viviparus gn=dicviv_04383 pe=4 sv=1	487	20	0.0E0	85.95%										
comp19962_c0_seq1|m.55217	tr:u6pce1_haecou6pce1 ribosomal protein nadh dehydrogenase and barrier to autointegration factor domain containing protein os=haemonchus contortus gn=hcoi_01560000 pe=4 sv=1	101	20	9.5E-42	84.35%										
comp19964_c0_seq1|m.55219	---NA---	118	0	-	-										
comp19964_c0_seq1|m.55218	tr:a0a0c2c540_9bilaa0a0c2c540 transthyretin-like family protein os=ancylostoma duodenale gn=ancduo_25175 pe=4 sv=1	146	20	7.3E-83	76.2%										
comp19965_c0_seq1|m.55221	tr:a0a0d8xqv7_dicvia0a0d8xqv7 transmembrane protein 14c os=dictyocaulus viviparus gn=dicviv_07768 pe=4 sv=1	107	20	8.7E-44	70.5%										
comp19966_c0_seq1|m.55222	tr:w2tf07_necamw2tf07 linker histone h1 and h5 family protein os=necator americanus gn=necame_09198 pe=3 sv=1	123	20	6.5E-35	88.5%										
comp19968_c0_seq1|m.55224	tr:u6phk8_haecou6phk8 etc complex i subunit conserved region domain containing protein os=haemonchus contortus gn=hcoi_01699800 pe=4 sv=1	173	20	8.5E-87	78.1%										
comp19972_c0_seq1|m.55227	tr:w2smv4_necamw2smv4 translocon-associated protein subunit beta os=necator americanus gn=necame_05012 pe=3 sv=1	193	20	1.8E-96	84.45%										
comp19976_c0_seq1|m.55230	tr:a8y2t7_caebra8y2t7 protein cbg22667 os=caenorhabditis briggsae gn=cbg22667 pe=4 sv=1	363	12	5.1E-51	53%										
comp19978_c0_seq1|m.55232	tr:a0a0d6lnq6_9bilaa0a0d6lnq6 ubiquitin--protein ligase os=ancylostoma ceylanicum gn=anccey_07438 pe=4 sv=1	139	20	1.6E-78	93.6%										
comp19979_c0_seq1|m.55233	tr:u6pj19_haecou6pj19 nsf attachment protein domain containing protein os=haemonchus contortus gn=hcoi_01459300 pe=4 sv=1	301	20	6.9E-163	87.2%										
comp19983_c0_seq1|m.55237	tr:u6p6q0_haecou6p6q0 briggsae cbr-lpd-9 protein os=haemonchus contortus gn=hcoi_01278000 pe=4 sv=1	173	20	5.6E-57	72.4%										
comp19984_c0_seq1|m.55238	tr:w2tir8_necamw2tir8 tetratricopeptide repeat protein os=necator americanus gn=necame_08318 pe=4 sv=1	340	20	2.9E-166	81.35%										
comp19987_c0_seq1|m.55243	tr:a0a0d8y4g0_dicvia0a0d8y4g0 surfactant protein b os=dictyocaulus viviparus gn=dicviv_02749 pe=4 sv=1	103	20	5.0E-21	65.4%										
comp19988_c0_seq1|m.55244	tr:u6p0t6_haecou6p0t6 ephrin domain containing protein os=haemonchus contortus gn=hcoi_00741100 pe=4 sv=1	325	20	2.9E-161	60.1%										
comp19989_c0_seq1|m.55245	tr:a0a0d8xtm5_dicvia0a0d8xtm5 tumor protein d52 family protein os=dictyocaulus viviparus gn=dicviv_08240 pe=4 sv=1	161	20	1.0E-86	85.8%										
comp19990_c0_seq1|m.55246	tr:a0a0d8xpk1_dicvia0a0d8xpk1 btb poz domain protein os=dictyocaulus viviparus gn=dicviv_07465 pe=4 sv=1	436	20	0.0E0	85.3%										
comp19993_c0_seq1|m.55250	tr:a0a0d8xt10_dicvia0a0d8xt10 transthyretin-like family protein os=dictyocaulus viviparus gn=dicviv_06152 pe=4 sv=1	141	20	9.1E-74	86.5%										
comp19994_c0_seq1|m.55251	tr:u6pbm6_haecou6pbm6 peptidase c1a domain containing protein os=haemonchus contortus gn=hcoi_01100700 pe=3 sv=1	303	20	1.1E-142	84.4%										
comp19996_c0_seq1|m.55255	tr:a0a0d8y2p0_dicvia0a0d8y2p0 vesicle transport v-snare protein os=dictyocaulus viviparus gn=dicviv_05026 pe=4 sv=1	226	20	5.2E-102	84.5%										
comp19997_c0_seq1|m.55256	tr:u6nxy7_haecou6nxy7 atpase and bromodomain domain containing protein os=haemonchus contortus gn=hcoi_00709200 pe=3 sv=1	246	20	1.4E-125	92.25%										
comp20000_c0_seq1|m.55259	tr:a0a016sgs0_9bilaa0a016sgs0 hypoxia induced protein region os=ancylostoma ceylanicum gn= pe=4 sv=1	141	20	6.3E-56	73%										
comp20004_c0_seq1|m.55263	tr:a0a0c2fd66_9bilaa0a0c2fd66 chaperone protein os=ancylostoma duodenale gn=ancduo_23478 pe=3 sv=1	693	20	0.0E0	92.05%										
comp20005_c0_seq1|m.55264	tr:g3c8w3_9bilag3c8w3 lysozyme-3 os=heligmosomoides bakeri gn=lys-3 pe=2 sv=1	277	20	6.1E-107	68.4%										
comp20006_c0_seq1|m.55265	tr:u6pym5_haecou6pym5 protein yipf os=haemonchus contortus gn=hcoi_01443300 pe=3 sv=1	366	20	5.3E-125	73.35%										
comp20007_c0_seq1|m.55266	tr:a0a016upr4_9bilaa0a016upr4 caspase recruitment domain protein os=ancylostoma ceylanicum gn= pe=4 sv=1	117	20	1.6E-64	85.8%										
comp20008_c0_seq1|m.55267	tr:a8xct4_caebra8xct4 protein cbg11516 os=caenorhabditis briggsae gn=cbg11516 pe=4 sv=2	233	16	8.3E-110	71.5%										
comp20009_c0_seq1|m.55268	tr:w2skn5_necamw2skn5 4a-hydroxytetrahydrobiopterin dehydratase os=necator americanus gn=necame_05271 pe=3 sv=1	136	20	9.3E-76	81.2%										
comp2000_c0_seq2|m.787	tr:u6pkd0_haecou6pkd0 protein os=haemonchus contortus gn=hcoi_01513700 pe=4 sv=1	121	20	1.2E-37	58.5%										
comp20013_c0_seq1|m.55272	tr:a0a0c2dd09_9bilaa0a0c2dd09 superoxide dismutase os=ancylostoma duodenale gn=ancduo_09443 pe=3 sv=1	221	20	5.3E-118	89.8%										
comp20016_c0_seq1|m.55275	---NA---	176	0	-	-										
comp20017_c0_seq1|m.55276	tr:u6nxt3_haecou6nxt3 glutathione peroxidase os=haemonchus contortus gn=hcoi_00620700 pe=3 sv=1	191	20	4.0E-95	82.25%										
comp20021_c0_seq1|m.55279	tr:a0a016uuy4_9bilaa0a016uuy4 snf7 family protein os=ancylostoma ceylanicum gn= pe=4 sv=1	221	20	1.5E-116	91.3%										
comp20022_c0_seq1|m.55280	tr:u6q0w2_haecou6q0w2 zinc finger domain containing protein os=haemonchus contortus gn=hcoi_00056100 pe=4 sv=1	367	20	1.9E-161	71.55%										
comp20024_c0_seq1|m.55283	tr:a0a0d8xz97_dicvia0a0d8xz97 eukaryotic translation initiation factor 3 subunit g os=dictyocaulus viviparus gn=dicviv_04125 pe=3 sv=1	275	20	4.0E-154	81.45%										
comp20024_c0_seq1|m.55285	---NA---	114	0	-	-										
comp20027_c0_seq1|m.55287	tr:a0a0d6m457_9bilaa0a0d6m457 ef hand os=ancylostoma ceylanicum gn=anccey_01973 pe=4 sv=1	324	20	1.2E-167	92.35%										
comp2002_c0_seq2|m.790	tr:w2shf2_necamw2shf2 cbs domain protein os=necator americanus gn=necame_01150 pe=4 sv=1	214	20	7.3E-96	55.05%										
comp20030_c0_seq1|m.55291	tr:w2sew8_necamw2sew8 kunitz bovine pancreatic trypsin inhibitor domain protein os=necator americanus gn=necame_15994 pe=4 sv=1	205	20	1.5E-74	61.55%										
comp20030_c0_seq1|m.55292	---NA---	107	0	-	-										
comp20031_c0_seq1|m.55293	tr:w2t4f4_necamw2t4f4 domain protein os=necator americanus gn=necame_03610 pe=4 sv=1	270	20	1.6E-88	73.9%										
comp20035_c0_seq1|m.55301	---NA---	100	0	-	-										
comp20037_c0_seq1|m.55303	tr:u6pe97_haecou6pe97 protein fis- isoform a os=haemonchus contortus gn=hcoi_00591600 pe=4 sv=1	160	20	7.8E-83	78.3%										
comp20038_c0_seq1|m.55304	tr:a0a0d8xhw7_dicvia0a0d8xhw7 signal peptidase subunit os=dictyocaulus viviparus gn=dicviv_12081 pe=4 sv=1	183	20	1.5E-98	82.55%										
comp20045_c0_seq1|m.55314	tr:a0a0d8xix3_dicvia0a0d8xix3 spfh band 7 phb domain protein os=dictyocaulus viviparus gn=dicviv_09362 pe=4 sv=1	297	20	6.4E-168	94%										
comp20046_c0_seq1|m.55315	tr:u6p2q9_haecou6p2q9 ubiquinol-cytochrome c chaperone domain containing protein os=haemonchus contortus gn=hcoi_00752000 pe=4 sv=1	269	20	4.6E-100	77.5%										
comp20047_c0_seq1|m.55316	tr:a0a0d8xr15_dicvia0a0d8xr15 lsm domain protein os=dictyocaulus viviparus gn=dicviv_07753 pe=4 sv=1	140	20	5.6E-64	89.45%										
comp20048_c0_seq1|m.55318	tr:a0a0d8xvz6_dicvia0a0d8xvz6 helix-loop-helix dna-binding domain protein os=dictyocaulus viviparus gn=dicviv_05927 pe=4 sv=1	207	20	6.1E-97	86.9%										
comp2004_c0_seq2|m.792	tr:a0a0b2w4k3_toxcaa0a0b2w4k3 beta-catenin-like protein 1 os=toxocara canis gn=ctnnbl1 pe=4 sv=1	291	20	1.5E-157	83.9%										
comp20051_c0_seq1|m.55322	tr:a0a016sns5_9bilaa0a016sns5 pyruvate dehydrogenase e1 component subunit beta os=ancylostoma ceylanicum gn= pe=4 sv=1	355	20	0.0E0	86.55%										
comp20051_c0_seq1|m.55323	---NA---	131	0	-	-										
comp20054_c0_seq1|m.55325	TR:A0A0K0CWM7_ANGCAA0A0K0CWM7 Uncharacterized protein OS=Angiostrongylus cantonensis PE=4 SV=1	142	1	1.7E-44	91%										
comp20055_c0_seq1|m.55326	tr:q9u6d1_anccaq9u6d1 casein kinase i os=ancylostoma caninum pe=2 sv=1	333	20	0.0E0	92.85%										
comp20056_c0_seq1|m.55328	tr:a0a0d6lne3_9bilaa0a0d6lne3 lim domain protein os=ancylostoma ceylanicum gn=anccey_08184 pe=4 sv=1	110	20	3.9E-45	91.7%										
