SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp18668_c0_seq10|m.46520	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	425	20	0.0E0	83.95%										
comp18668_c0_seq12|m.46522	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	2155	20	0.0E0	79.9%										
comp18668_c0_seq13|m.46525	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	2407	20	0.0E0	78.75%										
comp18668_c0_seq15|m.46530	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	1059	20	0.0E0	77.15%										
comp18668_c0_seq17|m.46533	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	807	20	0.0E0	76.9%										
comp18668_c0_seq18|m.46536	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	1050	20	0.0E0	77%										
comp18668_c0_seq2|m.46507	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	937	20	0.0E0	83.85%										
comp18668_c0_seq22|m.46543	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	199	20	3.3E-65	74%										
comp18668_c0_seq24|m.46545	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	2146	20	0.0E0	79.8%										
comp18668_c0_seq27|m.46556	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	1547	20	0.0E0	81.2%										
comp18668_c0_seq3|m.46508	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	2398	20	0.0E0	78.75%										
comp18668_c0_seq6|m.46512	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	1173	20	0.0E0	84.1%										
comp18668_c0_seq7|m.46514	uniref100_u6nu53 inositol 1 and mir and intracellular calcium-release channel and ip3r homology associated and ion transport domain containing protein n=1 tax=haemonchus contortus =u6nu53_haeco	798	20	0.0E0	76.7%										
comp18669_c0_seq10|m.46570	---NA---	99	0	-	-										
comp18669_c0_seq11|m.46571	uniref100_a0a0b1 spj0von willebrand factor type a domain protein n=1 tax=oesophagostomum dentatum =a0a0b1spj0_oesde	230	20	1.0E-87	78.75%										
comp18669_c0_seq14|m.46576	---NA---	115	0	-	-										
comp18669_c0_seq14|m.46574	uniref100_u6npu0 von willebrand factor domain containing protein n=1 tax=haemonchus contortus =u6npu0_haeco	436	20	8.1E-151	75.15%										
comp18669_c0_seq5|m.46561	uniref100_u6npu0 von willebrand factor domain containing protein n=1 tax=haemonchus contortus =u6npu0_haeco	636	20	0.0E0	71.35%										
comp18669_c0_seq7|m.46565	uniref100_u6npu0 von willebrand factor domain containing protein n=1 tax=haemonchus contortus =u6npu0_haeco	674	20	0.0E0	70.25%										
comp18669_c0_seq9|m.46569	uniref100_u6npu0 von willebrand factor domain containing protein n=1 tax=haemonchus contortus =u6npu0_haeco	430	20	7.8E-150	71.9%										
comp18670_c0_seq1|m.46581	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	366	20	5.0E-136	69.45%										
comp18670_c0_seq2|m.46582	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	296	5	2.3E-76	63.4%										
comp18670_c0_seq3|m.46583	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	374	20	2.7E-139	69.9%										
comp18670_c0_seq5|m.46584	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	288	5	4.1E-73	63.2%										
comp18673_c0_seq3|m.46587	uniref100_a0a0d8 xt27 acyl- thioesterase ii n=1 tax=dictyocaulus viviparus =a0a0d8xt27_dicvi	313	20	3.2E-128	69.9%										
comp18673_c0_seq4|m.46588	uniref100_u6ntf4 acyl- thioesterase domain containing protein n=1 tax=haemonchus contortus =u6ntf4_haeco	313	20	8.2E-130	69.6%										
comp18675_c0_seq1|m.46590	uniref100_u6nly7 bromodomain-containing protein 4-like n=1 tax=haemonchus contortus =u6nly7_haeco	328	5	6.1E-6	45.8%										
comp18678_c0_seq1|m.46599	uniref100_a0a0d8 y615apyrase n=1 tax=dictyocaulus viviparus =a0a0d8y615_dicvi	421	20	9.2E-124	70.85%										
comp18678_c0_seq10|m.46611	uniref100_a0a016 uev0ras family protein n=1 tax=ancylostoma ceylanicum =a0a016uev0_9bila	209	20	3.3E-102	78.65%										
comp18678_c0_seq2|m.46601	uniref100_a0a0d8 y615apyrase n=1 tax=dictyocaulus viviparus =a0a0d8y615_dicvi	272	20	1.5E-53	71.4%										
comp18678_c0_seq3|m.46603	uniref100_a0a016 uev0ras family protein n=1 tax=ancylostoma ceylanicum =a0a016uev0_9bila	166	20	3.0E-80	79.95%										
comp18678_c0_seq9|m.46609	uniref100_a0a016 uev0ras family protein n=1 tax=ancylostoma ceylanicum =a0a016uev0_9bila	184	20	4.8E-92	88.6%										
comp18681_c0_seq2|m.46622	uniref100_a0a0d8 y0d4kinase domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y0d4_dicvi	713	20	0.0E0	75.7%										
comp18682_c0_seq1|m.46628	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2621	20	0.0E0	61.3%										
comp18682_c0_seq2|m.46635	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2669	20	0.0E0	61.2%										
comp18682_c0_seq3|m.46642	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2656	20	0.0E0	61.3%										
comp18682_c0_seq4|m.46649	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2704	20	0.0E0	61.25%										
comp18682_c0_seq5|m.46656	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2698	20	0.0E0	61.2%										
comp18682_c0_seq6|m.46663	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2627	20	0.0E0	61.25%										
comp18682_c0_seq7|m.46670	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2675	20	0.0E0	61.3%										
comp18682_c0_seq8|m.46677	uniref100_u6puz3 egf and nhl repeat and yd repeat domain containing protein n=1 tax=haemonchus contortus =u6puz3_haeco	2650	20	0.0E0	61.3%										
comp18683_c0_seq1|m.46684	UniRuniref100_F5GTH5 Putative uncharacterized protein (Fragment) n=1 Tax=Angiostrongylus cantonensis RepID=F5GTH5_ANGCA	261	3	3.7E-30	50.67%										
comp18683_c0_seq2|m.46685	---NA---	135	0	-	-										
comp18683_c0_seq5|m.46688	UniRuniref100_F5GTH5 Putative uncharacterized protein (Fragment) n=1 Tax=Angiostrongylus cantonensis RepID=F5GTH5_ANGCA	292	3	5.0E-30	50.67%										
comp18684_c0_seq2|m.46689	uniref100_a0a0d8 xwg6pci domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xwg6_dicvi	369	3	3.7E-4	49%										
comp18684_c0_seq3|m.46691	---NA---	348	0	-	-										
comp18685_c0_seq2|m.46693	uniref100_a0a0b1 tur8tbc domain protein n=1 tax=oesophagostomum dentatum =a0a0b1tur8_oesde	111	20	8.1E-15	75.1%										
comp18686_c0_seq1|m.46695	uniref100_a8xl21 protein cbg14941 n=1 tax=caenorhabditis briggsae =a8xl21_caebr	327	20	1.7E-158	83.2%										
comp18686_c0_seq2|m.46699	isoform b n=1 tax=caenorhabditis elegans =q6aw10_caeel	257	20	6.8E-116	84.65%										
comp18686_c0_seq3|m.46702	uniref100_u6nzj7 zinc finger and phosphatidylinositol-4-phosphate 5-kinase domain containing protein n=1 tax=haemonchus contortus =u6nzj7_haeco	1474	20	0.0E0	68.2%										
comp18686_c0_seq5|m.46709	uniref100_u6nzj7 zinc finger and phosphatidylinositol-4-phosphate 5-kinase domain containing protein n=1 tax=haemonchus contortus =u6nzj7_haeco	1539	20	0.0E0	69.55%										
comp18687_c0_seq1|m.46722	uniref100_u6pbx8 brct domain containing protein n=1 tax=haemonchus contortus =u6pbx8_haeco	522	20	0.0E0	61.55%										
comp18687_c0_seq2|m.46723	uniref100_u6pbx8 brct domain containing protein n=1 tax=haemonchus contortus =u6pbx8_haeco	1401	20	0.0E0	60.05%										
comp18687_c0_seq4|m.46725	uniref100_u6pbx8 brct domain containing protein n=1 tax=haemonchus contortus =u6pbx8_haeco	1282	20	0.0E0	56.45%										
comp18688_c0_seq1|m.46729	---NA---	151	0	-	-										
comp1868_c0_seq1|m.613	uniref100_u6nkb4 serine threonine protein kinase-related domain containing protein n=1 tax=haemonchus contortus =u6nkb4_haeco	321	20	4.7E-161	85.75%										
comp18690_c0_seq1|m.46733	uniref100_u6pra6 protein isoform b n=1 tax=haemonchus contortus =u6pra6_haeco	118	2	3.0E-60	73%										
comp18690_c0_seq1|m.46732	uniref100_u6pl42 glutathione s-transferase domain containing protein n=1 tax=haemonchus contortus =u6pl42_haeco	143	20	9.4E-53	75.45%										
comp18690_c0_seq10|m.46744	uniref100_u6pl42 glutathione s-transferase domain containing protein n=1 tax=haemonchus contortus =u6pl42_haeco	177	20	9.7E-55	77.1%										
comp18690_c0_seq12|m.46748	uniref100_u6pl42 glutathione s-transferase domain containing protein n=1 tax=haemonchus contortus =u6pl42_haeco	161	20	2.9E-54	78.3%										
comp18690_c0_seq13|m.46750	uniref100_u6pl42 glutathione s-transferase domain containing protein n=1 tax=haemonchus contortus =u6pl42_haeco	275	20	1.5E-114	71.25%										
comp18690_c0_seq17|m.46755	uniref100_u6pl42 glutathione s-transferase domain containing protein n=1 tax=haemonchus contortus =u6pl42_haeco	134	20	1.2E-42	76.55%										
comp18690_c0_seq53|m.46812	uniref100_u6pra6 protein isoform b n=1 tax=haemonchus contortus =u6pra6_haeco	178	2	7.7E-87	72%										
comp18690_c0_seq8|m.46741	uniref100_u6pra6 protein isoform b n=1 tax=haemonchus contortus =u6pra6_haeco	171	2	5.7E-94	72.5%										
comp18691_c0_seq1|m.46814	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	518	20	2.0E-166	59.1%										
comp18691_c0_seq1|m.46816	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	459	20	2.1E-116	69%										
comp18691_c0_seq1|m.46815	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	489	20	9.6E-133	69.3%										
comp18691_c0_seq11|m.46844	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	296	20	5.4E-85	68.1%										
comp18691_c0_seq13|m.46847	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	399	20	4.8E-131	66.1%										
comp18691_c0_seq14|m.46852	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	275	20	1.2E-71	60.1%										
comp18691_c0_seq2|m.46820	uniref100_a0a0d8 x8i4 domain v protein n=1 tax=dictyocaulus viviparus =a0a0d8x8i4_dicvi	235	20	7.8E-86	77.35%										
comp18691_c0_seq20|m.46871	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	621	20	0.0E0	61.5%										
comp18691_c0_seq46|m.46952	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	323	20	1.3E-88	60.5%										
comp18691_c0_seq53|m.46968	uniref100_u6ppf2 dna mismatch repair protein domain containing protein n=1 tax=haemonchus contortus =u6ppf2_haeco	232	20	4.5E-51	61.4%										
comp18692_c0_seq1|m.46978	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	275	20	9.4E-121	78.4%										
comp18692_c0_seq10|m.47009	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	254	20	5.9E-124	85.1%										
comp18692_c0_seq11|m.47011	uniref100_u6ny34 transforming protein ski and c-ski smad4 binding domain containing protein n=1 tax=haemonchus contortus =u6ny34_haeco	178	20	2.8E-44	54.95%										
comp18692_c0_seq12|m.47013	uniref100_a0a0d6 lg14xrn 5 -3 exonuclease n=1 tax=ancylostoma ceylanicum =a0a0d6lg14_9bila	113	20	4.7E-50	88.35%										
comp18692_c0_seq13|m.47015	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	1533	20	0.0E0	65.15%										
comp18692_c0_seq14|m.47018	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	782	20	0.0E0	69.1%										
comp18692_c0_seq20|m.47036	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	1554	20	0.0E0	64.2%										
comp18692_c0_seq22|m.47042	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	1385	20	0.0E0	65.35%										
comp18692_c0_seq26|m.47055	uniref100_u6ny34 transforming protein ski and c-ski smad4 binding domain containing protein n=1 tax=haemonchus contortus =u6ny34_haeco	388	20	8.6E-99	57.7%										
comp18692_c0_seq29|m.47066	uniref100_a0a0d6 lg14xrn 5 -3 exonuclease n=1 tax=ancylostoma ceylanicum =a0a0d6lg14_9bila	186	20	2.3E-85	84.4%										
comp18692_c0_seq31|m.47073	uniref100_u6ny34 transforming protein ski and c-ski smad4 binding domain containing protein n=1 tax=haemonchus contortus =u6ny34_haeco	423	20	2.2E-109	57.55%										
comp18692_c0_seq33|m.47080	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	1406	20	0.0E0	64.45%										
comp18692_c0_seq37|m.47093	uniref100_u6ny34 transforming protein ski and c-ski smad4 binding domain containing protein n=1 tax=haemonchus contortus =u6ny34_haeco	277	20	7.5E-91	58.95%										
comp18692_c0_seq4|m.46988	uniref100_u6ny34 transforming protein ski and c-ski smad4 binding domain containing protein n=1 tax=haemonchus contortus =u6ny34_haeco	270	20	2.1E-52	52.7%										
comp18692_c0_seq6|m.46996	uniref100_u6p416 5 -3 exoribonuclease 1 n=1 tax=haemonchus contortus =u6p416_haeco	761	20	0.0E0	70.9%										
comp18695_c0_seq1|m.47153	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	351	20	1.3E-130	69.4%										
comp18695_c0_seq2|m.47154	uniref100_a0a0d8 y1p7kh domain protein n=1 tax=dictyocaulus viviparus =a0a0d8y1p7_dicvi	369	20	1.0E-137	69.8%										
comp1869_c0_seq1|m.617	uniref100_a0a016 s0b4histone acetyltransferase n=2 tax=ancylostoma ceylanicum =a0a016s0b4_9bila	409	20	1.4E-172	66.8%										
comp1869_c0_seq2|m.618	uniref100_u6nre5 histone acetyltransferase n=1 tax=haemonchus contortus =u6nre5_haeco	289	20	8.6E-125	68.8%										
comp18703_c0_seq10|m.47170	uniref100_u6pvg0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_664 n=1 tax=haemonchus contortus =u6pvg0_haeco	487	12	5.3E-41	46.33%										
comp18703_c0_seq15|m.47177	uniref100_u6pvg0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_664 n=1 tax=haemonchus contortus =u6pvg0_haeco	219	5	7.6E-9	43.6%										
comp18703_c0_seq16|m.47183	UniRuniref100_W2SU20 Uncharacterized protein n=1 Tax=Necator americanus RepID=W2SU20_NECAM	100	2	2.9E-4	66%										
comp18704_c0_seq1|m.47193	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	208	20	3.4E-104	81.95%										
comp18704_c0_seq10|m.47206	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	399	20	0.0E0	83.5%										
comp18704_c0_seq11|m.47207	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	240	20	1.7E-117	82.5%										
comp18704_c0_seq12|m.47209	uniref100_a0a0d8 x607protein tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8x607_dicvi	142	20	7.1E-51	71.4%										
comp18704_c0_seq13|m.47210	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	392	20	0.0E0	84.85%										
comp18704_c0_seq14|m.47212	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	352	20	0.0E0	80.5%										
comp18704_c0_seq17|m.47217	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	168	20	3.4E-77	67.8%										
comp18704_c0_seq2|m.47194	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	359	20	0.0E0	79.2%										
comp18704_c0_seq3|m.47195	uniref100_a0a0d8 xqp8non-specific protein-tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8xqp8_dicvi	200	20	8.7E-91	76.3%										
comp18704_c0_seq4|m.47197	uniref100_a0a0d8 x607protein tyrosine kinase n=1 tax=dictyocaulus viviparus =a0a0d8x607_dicvi	166	20	8.2E-92	92.7%										
comp18704_c0_seq5|m.47198	uniref100_u6nqi2 tyrosine protein kinase domain containing protein n=1 tax=haemonchus contortus =u6nqi2_haeco	207	20	3.5E-84	70.55%										
comp18704_c0_seq7|m.47201	uniref100_w2t8p0 non-specific protein-tyrosine kinase n=1 tax=necator americanus =w2t8p0_necam	102	20	6.7E-46	83.6%										
comp18708_c0_seq10|m.47235	uniref100_a0a0d8 y206tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	226	20	1.3E-21	60.25%										
comp18708_c0_seq12|m.47238	uniref100_a0a0d8 y206tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	707	20	4.2E-117	51.05%										
comp18708_c0_seq18|m.47248	uniref100_a0a0d8 y206tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	597	20	6.7E-117	52.95%										
comp18708_c0_seq20|m.47252	---NA---	150	0	-	-										
comp18708_c0_seq22|m.47254	uniref100_u6nnb0 tetratricopeptide tpr-1 and oco motif domain containing protein n=1 tax=haemonchus contortus =u6nnb0_haeco	368	20	2.2E-78	54.85%										
comp18708_c0_seq24|m.47256	uniref100_a0a0d8 y206tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	540	20	4.1E-125	52.8%										
comp18708_c0_seq3|m.47223	uniref100_a0a0d8 y206tetratricopeptide repeat protein n=1 tax=dictyocaulus viviparus =a0a0d8y206_dicvi	631	20	2.3E-117	53%										
comp18708_c0_seq9|m.47233	---NA---	116	0	-	-										
comp18710_c0_seq10|m.47262	uniref100_w2tqu4 immunoglobulin i-set domain protein n=1 tax=necator americanus =w2tqu4_necam	1255	20	0.0E0	78.5%										
comp18710_c0_seq11|m.47263	uniref100_w2tqu4 immunoglobulin i-set domain protein n=1 tax=necator americanus =w2tqu4_necam	1250	20	0.0E0	78.45%										
comp18710_c0_seq14|m.47265	uniref100_w2tqu4 immunoglobulin i-set domain protein n=1 tax=necator americanus =w2tqu4_necam	1244	20	0.0E0	78.45%										
comp18710_c0_seq6|m.47259	uniref100_w2tqu4 immunoglobulin i-set domain protein n=1 tax=necator americanus =w2tqu4_necam	1239	20	0.0E0	78.3%										
comp18712_c0_seq3|m.47266	uniref100_u6ph73 d-isomer specific 2-hydroxyacid dehydrogenase domain containing protein n=1 tax=haemonchus contortus =u6ph73_haeco	325	20	2.6E-153	80.4%										
comp18712_c0_seq3|m.47267	---NA---	100	0	-	-										
comp18716_c0_seq1|m.47268	dass family n=1 tax=dictyocaulus viviparus =a0a0d8xb14_dicvi	619	20	1.8E-178	67.15%										
comp18717_c0_seq1|m.47269	---NA---	145	0	-	-										
comp18717_c0_seq2|m.47270	---NA---	144	0	-	-										
comp18717_c0_seq3|m.47271	---NA---	131	0	-	-										
comp18717_c0_seq4|m.47272	---NA---	115	0	-	-										
comp18717_c0_seq5|m.47273	---NA---	161	0	-	-										
comp18717_c0_seq6|m.47274	---NA---	174	0	-	-										
comp18719_c0_seq1|m.47275	uniref100_a0a016 x229structural maintenance of chromosomes protein n=3 tax=ancylostoma =a0a016x229_9bila	216	20	1.3E-105	85.85%										
comp18719_c0_seq13|m.47287	uniref100_a0a0c2 cwj1 smc protein n=1 tax=ancylostoma duodenale =a0a0c2cwj1_9bila	221	20	1.6E-105	85.7%										
comp18720_c0_seq1|m.47291	uniref100_a0a0d8 xse3linker histone h1 and h5 family protein n=1 tax=dictyocaulus viviparus =a0a0d8xse3_dicvi	183	20	1.7E-31	74.25%										
comp18722_c0_seq2|m.47295	---NA---	164	0	-	-										
comp18722_c0_seq3|m.47296	---NA---	129	0	-	-										
comp18724_c0_seq1|m.47298	uniref100_u6pry3 cre-anc-1 protein n=1 tax=haemonchus contortus =u6pry3_haeco	1213	20	0.0E0	75.45%										
